t,Ax,Ay,Az,aT
5.528678,1.648,-13.3226,1.1922,13.48
5.544285,-1.0871,-13.337,1.5878,13.48
5.553282,-2.4038,-13.4805,1.8379,13.82
5.56281,-3.9334,-13.5967,2.1309,14.31
5.571302,-5.3782,-13.7972,2.3793,15
5.579708,-7.0917,-13.8607,2.7414,15.81
5.592355,-10.0584,-13.7782,3.6993,17.46
5.60102,-10.9419,-13.7636,4.0406,18.04
5.608573,-11.4621,-13.6941,4.4605,18.41
5.625208,-11.1268,-13.2489,5.2289,18.07
5.632261,-10.7416,-13.0368,5.3245,17.71
5.640651,-10.4183,-12.9184,5.2514,17.41
5.648396,-10.3246,-12.7903,4.8934,17.15
5.663581,-11.1451,-13.1383,3.9278,17.67
5.672353,-11.4013,-13.4542,3.654,18.01
5.680238,-11.5728,-13.7222,3.5592,18.3
5.688203,-11.645,-13.8701,3.5716,18.46
5.704079,-9.7629,-13.8674,3.408,17.3
5.712568,-7.8288,-14.0483,2.9891,16.36
5.720073,-5.1792,-13.9576,2.3946,15.08
5.728633,-2.0467,-13.4627,1.1753,13.67
5.744358,3.4405,-11.3337,-2.3619,12.08
5.757143,5.8127,-9.6871,-3.664,11.88
5.762569,7.5958,-8.5021,-4.7629,12.36
5.770164,9.2375,-7.8326,-5.9354,13.49
5.779558,10.6278,-7.6595,-6.806,14.76
5.792497,12.5304,-6.5058,-6.9551,15.74
5.800753,12.8065,-4.9562,-6.0166,14.99
5.808583,13.2331,-3.7309,-5.3473,14.75
5.824171,13.5916,-2.4354,-4.62,14.56
5.832682,13.6021,-1.8588,-4.2371,14.37
5.841027,13.1218,-1.4098,-3.7291,13.71
5.84854,12.1572,-1.2007,-3.1211,12.61
5.86374,9.3086,-1.0598,-1.7964,9.54
5.872043,7.2146,-0.8472,-1.0563,7.34
5.880342,5.234,-0.4615,-0.5042,5.28
5.888425,3.0358,0.0012,0.0487,3.04
5.904593,-0.6901,0.8756,0.9802,1.48
5.91276,-2.2526,1.2851,1.2645,2.89
5.921291,-3.2901,1.6169,1.4116,3.93
5.928551,-4.0664,1.9163,1.4351,4.72
5.944742,-4.6332,2.4704,0.9446,5.33
5.95471,-4.7826,2.7803,0.665,5.57
5.963567,-4.9406,3.1104,0.5239,5.86
5.970288,-5.1278,3.3603,0.659,6.17
5.978524,-5.5963,3.6437,0.9178,6.74
5.992969,-6.091,4.3341,1.8008,7.69
6.000532,-6.0458,4.6529,2.3837,7.99
6.008155,-5.9281,4.8901,2.7894,8.18
6.024402,-5.194,5.146,3.2716,8.01
6.031653,-4.4631,5.0541,3.2831,7.5
6.040526,-3.6984,4.8255,3.1408,6.84
6.048666,-2.5133,4.4147,2.8287,5.81
6.064517,0.2237,3.4639,1.5973,3.82
6.072925,1.1844,3.0186,1.276,3.48
6.079988,2.2873,2.7412,1.1569,3.75
6.088142,3.3442,2.5983,1.1316,4.38
6.103938,5.0664,2.352,0.9536,5.67
6.112408,5.5306,2.3337,0.7672,6.05
6.120714,5.8856,2.3655,0.541,6.37
6.128569,6.0766,2.2349,0.2637,6.48
6.138446,6.4003,1.9844,-0.2782,6.71
6.1523,7.7544,1.7069,-1.3656,8.06
6.16526,8.2555,1.6487,-1.7058,8.59
6.170894,8.4757,1.3942,-1.6444,8.75
6.183925,8.0131,0.7753,-0.8604,8.1
6.192287,7.1532,0.5182,-0.1897,7.17
6.200419,6.4251,0.2751,0.4678,6.45
6.208107,5.8996,0.058,1.1941,6.02
6.224468,4.9157,0.2687,2.3456,5.45
6.232554,4.1666,0.4536,2.8048,5.04
6.239467,3.4111,0.6969,3.3041,4.8
6.247945,2.8093,0.8561,3.6324,4.67
6.263832,2.0851,1.1538,4.09,4.73
6.271834,2.2467,1.4538,4.4441,5.19
6.279239,2.2363,1.6916,4.703,5.48
6.291246,1.9921,2.0023,4.8336,5.6
6.304189,0.0872,3.7039,4.4784,5.81
6.312203,-1.6616,4.8248,4.0193,6.5
6.322239,-2.631,5.802,3.7674,7.4
6.328398,-3.5589,6.6523,3.6257,8.37
6.343947,-4.1918,5.0471,3.798,7.58
6.353292,-2.4752,4.387,5.1144,7.18
6.361764,0.4667,4.3469,6.9536,8.21
6.369831,3.5597,4.9988,7.8097,9.93
6.378316,6.6405,6.0493,8.6631,12.48
6.391555,11.5805,7.3406,9.5009,16.68
6.400126,13.5318,7.707,9.8402,18.42
6.408155,14.8679,7.8584,10.1715,19.65
6.424218,18.5186,7.2188,10.5876,22.52
6.432182,20.6879,6.5474,10.5181,24.11
6.440509,22.2505,5.7661,10.362,25.21
6.455914,23.2575,4.4177,9.7089,25.59
6.463831,23.5461,3.6364,9.3505,25.59
6.471821,24.023,2.9336,8.8668,25.77
6.480305,24.5854,2.0678,8.264,26.02
6.488986,25.1613,0.959,7.6299,26.31
6.503961,25.3928,-1.9289,6.1633,26.2
6.513811,24.8051,-3.2788,5.5263,25.62
6.520656,24.0429,-4.6161,4.8723,24.96
6.52849,23.1388,-5.5219,4.4158,24.19
6.544622,20.5361,-6.5962,3.8428,21.91
6.555899,18.9867,-7.0433,3.4903,20.55
6.562184,17.5999,-7.5642,3.0604,19.4
6.570279,15.8678,-8.2068,2.4318,18.03
6.57812,14.2743,-8.7382,1.9229,16.85
6.591613,10.6114,-9.5202,1.0333,14.29
6.599712,9.0425,-9.8712,0.8138,13.41
6.608077,7.0796,-10.2951,0.7959,12.52
6.624133,3.8339,-10.8638,1.5937,11.63
6.632567,2.5433,-11.0506,2.185,11.55
6.640458,1.0363,-11.3241,2.6936,11.69
6.648749,-0.3019,-11.5524,2.9643,11.93
6.664209,-3.5195,-11.7516,3.242,12.69
6.672393,-5.4037,-11.4477,3.4139,13.11
6.680246,-7.2756,-10.9631,3.4076,13.59
6.688165,-8.6737,-10.5435,3.3599,14.06
6.703487,-10.5308,-9.6509,3.4689,14.7
6.714541,-10.7,-9.3371,3.5885,14.65
6.720186,-10.4553,-9.2717,3.6938,14.45
6.729673,-10.1955,-9.4586,3.7396,14.4
6.744394,-9.8501,-9.9202,3.8398,14.5
6.755145,-9.9353,-10.2378,3.8785,14.78
6.761322,-10.379,-10.7578,3.7926,15.42
6.770376,-10.8868,-11.2108,3.5366,16.02
6.778449,-11.2536,-11.7254,3.2188,16.57
6.792328,-11.232,-12.4161,2.8156,16.98
6.799666,-10.5583,-12.8351,2.4456,16.8
6.815917,-9.6693,-14.2199,1.6448,17.27
6.823903,-9.4486,-14.6997,1.3062,17.52
6.832207,-9.2856,-14.9733,0.7657,17.64
6.840221,-9.0972,-15.1315,0.2066,17.66
6.848378,-9.0312,-15.2571,-0.4385,17.74
6.863653,-7.9909,-14.9869,-1.9231,17.09
6.872205,-6.5515,-14.554,-2.7262,16.19
6.880304,-4.7013,-14.1309,-3.2375,15.24
6.888248,-2.4518,-13.5056,-3.5815,14.19
6.90349,1.3738,-11.8721,-3.7692,12.53
6.914322,3.0224,-11.1222,-3.839,12.15
6.920207,5.0682,-10.3218,-4.018,12.18
6.928075,6.7838,-9.5574,-4.5697,12.58
6.940984,8.3188,-8.7557,-5.3744,13.22
6.954295,11.1018,-6.8797,-6.5666,14.62
6.963157,12.4524,-5.6431,-7.1919,15.45
6.970184,13.6983,-4.5359,-7.847,16.43
6.978524,15.4789,-3.1047,-8.3399,17.85
6.992666,19.2383,0.8464,-8.1781,20.92
7.000308,20.6907,3.0088,-7.618,22.25
7.01562,21.0883,6.086,-5.9572,22.74
7.024081,19.3557,6.6931,-5.1917,21.13
7.032136,17.1264,6.8523,-4.8234,19.07
7.040066,14.2513,6.9366,-4.3488,16.44
7.048353,12.0189,7.309,-3.804,14.57
7.064612,8.1313,8.508,-2.7948,12.1
7.071959,6.8439,9.0162,-2.5089,11.59
7.081753,5.5399,9.5451,-2.2866,11.27
7.088576,4.5262,10.0667,-2.1364,11.24
7.104409,2.6339,11.3457,-1.7305,11.78
7.111818,1.9038,12.1162,-1.4851,12.35
7.119744,1.1756,12.964,-1.2221,13.07
7.128247,0.0471,14.074,-0.9295,14.1
7.144224,-2.0815,16.1712,-0.0878,16.3
7.157016,-3.1547,17.1709,0.2946,17.46
7.163704,-3.9516,17.6558,0.6912,18.11
7.169866,-4.6384,17.7479,1.1897,18.38
7.178263,-5.1042,17.5476,1.7471,18.36
7.192324,-5.5854,16.8584,3.5191,18.1
7.200662,-5.4697,16.5708,4.6057,18.05
7.208362,-5.4068,16.388,5.5236,18.12
7.223668,-5.0321,16.0109,6.9128,18.15
7.232158,-4.711,15.6449,7.2387,17.87
7.240263,-4.3236,15.1067,7.2391,17.3
7.248159,-3.4823,14.2016,6.8752,16.16
7.2643,-0.8225,11.3466,5.1979,12.51
7.272668,0.8747,9.724,4.1671,10.62
7.280287,1.989,8.5538,3.4459,9.43
7.289638,2.9792,7.5938,2.7487,8.61
7.3073,5.3478,6.0642,1.942,8.32
7.315408,7.5116,5.0652,1.0395,9.12
7.322204,10.6064,3.8331,-0.9114,11.31
7.328985,13.388,3.1824,-2.853,14.05
7.344284,19.5195,3.4251,-7.0897,21.05
7.353801,21.8221,3.4893,-8.6818,23.74
7.362863,23.7799,3.1416,-10.1235,26.04
7.371008,25.0701,2.3322,-10.9749,27.47
7.379126,25.7493,0.9634,-11.5756,28.25
7.393125,25.1302,-2.8374,-10.7921,27.5
7.40026,24.1289,-4.7404,-9.6628,26.42
7.408531,22.3235,-6.8558,-7.6253,24.57
7.423767,18.1519,-9.9209,-3.3271,20.95
7.431582,16.1757,-10.9719,-1.4016,19.6
7.440069,14.0468,-12.0163,0.5864,18.49
7.448077,12.0169,-12.9234,2.1923,17.78
7.463795,8.2023,-14.3587,4.2388,17.07
7.4719,6.3249,-14.9029,4.7426,16.87
7.480343,4.1779,-15.2967,4.9774,16.62
7.495985,0.0945,-15.6781,4.5807,16.33
7.504247,-1.7046,-15.8324,4.3453,16.51
7.511703,-3.5938,-15.9678,4.1908,16.9
7.519851,-5.0514,-16.004,4.1296,17.28
7.529616,-6.7634,-16.0088,4.1097,17.86
7.538888,-8.1743,-15.9681,4.0947,18.4
7.5511,-9.7949,-15.8866,4.0907,19.11
7.562839,-11.9188,-15.5482,4.5207,20.11
7.57328,-12.6747,-15.4563,4.7302,20.54
7.582268,-13.0345,-15.4436,4.9912,20.82
7.589582,-13.274,-15.4057,5.3563,21.03
7.60064,-13.4864,-15.2079,6.2906,21.28
7.608094,-13.4305,-15.1118,6.7026,21.3
7.624129,-12.9852,-14.9457,7.2584,21.09
7.6313,-12.2827,-14.734,7.2072,20.49
7.639765,-11.2902,-14.5253,6.7935,19.61
7.648002,-10.0272,-14.2334,6.1556,18.47
7.658207,-8.376,-13.8127,5.3419,17.01
7.671979,-4.6927,-12.1597,3.5158,13.5
7.680248,-2.6918,-11.3013,2.6362,11.91
7.688516,-0.3957,-10.4188,1.4506,10.53
7.698768,1.6031,-9.7098,0.3608,9.85
7.713239,6.7142,-8.4927,-2.5086,11.11
7.720704,9.1339,-7.9134,-3.8578,12.69
7.728209,10.9718,-7.3774,-4.7207,14.04
7.73806,13.2859,-6.4897,-5.5598,15.8
7.752248,16.4202,-3.4394,-6.478,17.98
7.762816,16.3472,-1.8863,-6.3794,17.65
7.770592,15.6681,-0.7266,-5.9927,16.79
7.778531,14.6404,0.4422,-5.1758,15.53
7.792079,12.1272,1.6768,-3.3281,12.69
7.799759,10.9416,1.7645,-2.5534,11.37
7.808066,9.4256,1.7196,-1.7161,9.73
7.823867,6.0414,1.588,-0.207,6.25
7.832171,4.4141,1.5844,0.4496,4.71
7.839656,2.6942,1.743,1.1553,3.41
7.855973,-0.1865,2.2715,2.0634,3.07
7.863906,-1.3775,2.5633,2.3098,3.72
7.872098,-2.1245,2.788,2.376,4.23
7.880659,-2.5933,2.9973,2.1865,4.53
7.888074,-2.5223,3.2327,1.8261,4.49
7.90361,-1.4129,3.9503,0.5037,4.23
7.912949,-1.4334,4.3558,-0.0605,4.59
7.920543,-1.8448,4.6202,-0.4053,4.99
7.928349,-2.4389,4.7933,-0.5541,5.41
7.943457,-3.6328,4.947,-0.1521,6.14
7.957032,-4.2385,4.7886,0.3385,6.4
7.960116,-4.6487,4.6696,0.8349,6.64
7.970342,-4.9271,4.6675,1.4749,6.95
7.978693,-4.8678,4.6501,1.9554,7.01
7.991576,-3.4836,3.8271,2.3669,5.69
8.000473,-1.8606,3.0208,2.1112,4.13
8.01604,1.8785,1.4095,1.3884,2.73
8.024025,3.8935,0.6948,0.9304,4.06
8.032279,6.5428,0.1822,0.2293,6.55
8.040598,9.0747,0.0542,-0.741,9.11
8.055337,12.5746,-0.0408,-3.2018,12.98
8.06382,12.9052,-0.1771,-4.1326,13.55
8.071851,12.869,-0.2647,-4.8987,13.77
8.08009,12.8689,-0.3851,-5.3271,13.93
8.087998,13.1052,-0.6797,-5.5432,14.25
8.104224,13.3603,-1.284,-5.2043,14.4
8.111811,13.0585,-1.5178,-4.7606,13.98
8.120251,12.293,-1.8682,-4.383,13.18
8.128197,11.4328,-2.3403,-4.1037,12.37
8.144031,8.646,-3.4051,-3.2673,9.85
8.153277,7.4106,-3.8107,-3.0086,8.86
8.161299,6.0692,-4.1219,-2.4938,7.75
8.169858,5.1004,-4.3555,-2.0392,7.01
8.178893,4.2691,-4.4546,-1.4341,6.33
8.189262,3.7859,-4.4097,-1.0018,5.9
8.200548,3.2026,-3.8195,-0.3044,4.99
8.208612,2.8165,-3.6569,-0.1377,4.62
8.224096,2.6032,-3.3733,-0.2693,4.27
8.232009,2.6708,-3.1675,-0.5107,4.17
8.240225,2.8055,-3.0107,-0.8153,4.2
8.248299,3.0158,-2.824,-1.0601,4.27
8.263317,2.774,-2.8953,-1.8067,4.4
8.272024,2.6146,-3.0342,-2.1358,4.54
8.281545,2.1314,-3.2733,-2.535,4.66
8.289366,1.4946,-3.4943,-2.9126,4.79
8.304074,0.1065,-3.522,-3.6541,5.08
8.312847,-0.4268,-3.3474,-3.845,5.12
8.319692,-0.5377,-3.2588,-3.9435,5.14
8.328091,-0.4668,-3.3503,-3.9059,5.17
8.338146,-0.3821,-3.5489,-3.9955,5.36
8.352241,-0.0664,-3.9379,-4.2605,5.8
8.361184,0.1002,-3.9709,-4.3093,5.86
8.370286,0.2508,-4.0585,-4.2744,5.9
8.378862,0.2713,-4.19,-4.1054,5.87
8.388586,0.2796,-4.2788,-3.9481,5.83
8.39998,0.0065,-4.2001,-4.2568,5.98
8.40791,-0.2336,-3.9803,-4.5514,6.05
8.423543,-0.9867,-3.1085,-5.3614,6.28
8.432426,-1.1846,-2.6058,-5.781,6.45
8.440503,-1.4175,-2.0016,-6.1154,6.59
8.448091,-1.4403,-1.4153,-6.3275,6.64
8.463831,-1.0453,-0.4337,-6.2342,6.34
8.471764,-0.561,-0.4656,-5.733,5.78
8.479492,0.1456,-0.8737,-5.1344,5.21
8.495775,1.8502,-1.9041,-3.2502,4.2
8.503694,2.3059,-2.0821,-2.2024,3.81
8.511713,1.9902,-1.9603,-1.4055,3.13
8.522525,1.3533,-1.7125,-0.9974,2.4
8.529054,0.5246,-1.279,-0.8914,1.64
8.544297,-1.0245,-0.4375,-1.5951,1.95
8.556622,-1.4608,-0.1467,-2.1278,2.59
8.56308,-1.514,0.1186,-2.5732,2.99
8.569859,-1.2928,0.2144,-2.7552,3.05
8.58354,-0.0237,0.2208,-2.4998,2.51
8.592132,0.4421,0.2168,-2.1459,2.2
8.600245,0.6936,0.1853,-1.8196,1.96
8.608243,0.7355,0.1498,-1.5755,1.75
8.625125,0.7848,0.2276,-1.4606,1.67
8.631525,0.946,0.4979,-1.4895,1.83
8.640084,1.0176,0.6995,-1.5978,2.02
8.648085,0.9006,0.7319,-1.7059,2.06
8.664084,0.3923,0.3957,-1.8882,1.97
8.671986,0.0206,0.2294,-1.8024,1.82
8.680456,-0.3141,0.135,-1.5296,1.57
8.688424,-0.4284,0.1814,-1.1951,1.28
8.704094,-0.1229,0.4397,-0.4012,0.61
8.71311,0.3087,0.4595,-0.0121,0.55
8.719993,0.8894,0.5153,0.2132,1.05
8.728122,1.2091,0.5967,0.4361,1.42
8.740125,1.3361,0.6199,0.4618,1.54
8.753511,0.8205,0.4564,0.1069,0.94
8.761007,0.5621,0.3026,-0.2006,0.67
8.769715,0.1266,0.2519,-0.5327,0.6
8.780422,-0.0933,0.3432,-0.7309,0.81
8.79145,-0.211,0.562,-0.9907,1.16
8.799892,-0.2466,0.5788,-1.0742,1.24
8.807765,-0.1657,0.5062,-1.0747,1.2
8.823893,0.2082,0.275,-0.9373,1
8.832225,0.4056,0.1087,-0.9225,1.01
8.840977,0.4185,-0.0127,-0.8687,0.96
8.856144,0.0998,0.0698,-0.646,0.66
8.864087,0.164,0.034,-0.6738,0.69
8.872056,0.3113,-0.0381,-0.6334,0.71
8.880168,0.3096,0.0214,-0.6565,0.73
8.890225,0.1872,0.1351,-0.7857,0.82
8.90356,0.0218,0.4482,-1.2879,1.36
8.913532,0.1151,0.5951,-1.4974,1.62
8.92298,0.2942,0.4682,-1.6293,1.72
8.928082,0.4989,0.1776,-1.6561,1.74
8.938241,0.7738,-0.1084,-1.4534,1.65
8.951406,0.8489,-0.4153,-0.8395,1.26
8.962932,0.6997,-0.2387,-0.5367,0.91
8.972039,0.493,-0.037,-0.3771,0.62
8.980406,0.3811,0.1366,-0.398,0.57
8.99171,0.553,0.2828,-0.8424,1.05
9.003862,0.6206,0.2959,-0.955,1.18
9.016134,0.9474,0.2554,-0.8819,1.32
9.024046,0.9588,0.246,-0.6264,1.17
9.031902,0.9609,0.2079,-0.4263,1.07
9.04014,1.0478,0.2362,-0.3581,1.13
9.048047,1.0735,0.3209,-0.3687,1.18
9.063502,1.2484,0.2644,-0.5902,1.41
9.072039,1.4692,0.0932,-0.6658,1.62
9.080449,1.6715,-0.0722,-0.6326,1.79
9.090233,1.8579,-0.1807,-0.511,1.94
9.10469,1.8939,0.0108,-0.2346,1.91
9.112236,1.8134,0.1879,-0.2838,1.85
9.120049,1.6365,0.3097,-0.5634,1.76
9.127834,1.5879,0.3743,-0.8877,1.86
9.143928,1.6458,0.509,-1.4739,2.27
9.153846,1.5907,0.5141,-1.5293,2.27
9.161229,1.7326,0.5188,-1.3898,2.28
9.171801,1.9054,0.5012,-0.8858,2.16
9.180609,1.9087,0.4778,-0.3447,2
9.192171,1.6778,0.784,0.6689,1.97
9.20485,1.4462,0.9202,0.9088,1.94
9.216133,1.2368,0.9164,0.7971,1.73
9.223789,1.344,0.7389,0.6156,1.65
9.231933,1.4898,0.5716,0.463,1.66
9.240074,1.5457,0.4113,0.232,1.62
9.24806,1.5495,0.2844,-0.017,1.58
9.264391,1.5885,0.0733,-0.9242,1.84
9.272764,1.4654,-0.135,-1.5988,2.17
9.280575,1.2676,-0.384,-2.3556,2.7
9.288175,1.0867,-0.6188,-2.9289,3.18
9.303903,0.566,-1.219,-3.9054,4.13
9.312352,0.3186,-1.6283,-4.2125,4.53
9.320588,0.111,-1.8796,-4.3222,4.71
9.327952,-0.2497,-1.9077,-4.1964,4.62
9.34454,-1.6041,-2.0313,-3.2997,4.19
9.354827,-1.8264,-2.0378,-2.7879,3.91
9.361872,-1.5191,-2.1489,-2.0691,3.35
9.370032,-1.0293,-2.3405,-1.2264,2.84
9.379124,-0.5397,-2.5094,-0.463,2.61
9.392405,0.4203,-2.874,0.9094,3.04
9.400252,0.54,-2.6418,1.5501,3.11
9.408223,0.451,-2.3048,1.9758,3.07
9.423429,0.3835,-1.5628,2.2981,2.81
9.431989,0.3467,-1.1657,2.3591,2.65
9.440129,0.2393,-0.8538,2.4622,2.62
9.447907,0.1922,-0.7416,2.8167,2.92
9.464112,0.2897,-1.2769,3.7596,3.98
9.472116,0.4899,-1.7049,4.5226,4.86
9.480949,0.6469,-1.9957,5.3619,5.76
9.496097,0.3495,-2.1577,6.6944,7.04
9.503701,-0.0126,-2.0535,6.9837,7.28
9.511603,-0.2687,-1.9428,6.9345,7.21
9.520091,-0.5059,-1.7821,6.4869,6.75
9.528064,-0.6979,-1.5196,5.8913,6.12
9.543666,-1.1186,-0.8957,4.1827,4.42
9.556087,-1.3358,-0.6852,3.1926,3.53
9.562928,-1.4917,-0.5428,2.4055,2.88
9.572378,-1.7123,-0.4744,1.7019,2.46
9.579966,-1.7823,-0.4607,1.1792,2.19
9.591305,-1.7048,-0.5473,0.5969,1.89
9.600213,-1.6097,-0.5925,0.2963,1.74
9.608366,-1.4901,-0.6212,-0.1128,1.62
9.624047,-1.3355,-0.7212,-0.8637,1.75
9.631725,-1.3205,-0.7812,-1.2017,1.95
9.6406,-1.3021,-0.7842,-1.529,2.16
9.656067,-1.2027,-0.7576,-2.0515,2.5
9.663847,-1.2305,-0.7606,-2.306,2.72
9.671869,-1.3139,-0.7493,-2.532,2.95
9.68058,-1.3443,-0.7626,-2.6774,3.09
9.688705,-1.3603,-0.8361,-2.6925,3.13
9.703869,-1.3146,-1.0566,-2.5844,3.09
9.71647,-1.1479,-1.1194,-2.4584,2.94
9.720166,-0.988,-1.1005,-2.3553,2.78
9.728348,-0.842,-1.0478,-2.2104,2.59
9.743825,-0.7047,-0.9983,-1.9047,2.26
9.756556,-0.7605,-0.9749,-1.8143,2.2
9.759993,-0.6356,-0.9981,-1.7698,2.13
9.76963,-0.5829,-1.0672,-1.6541,2.05
9.777811,-0.6167,-1.056,-1.63,2.04
9.792293,-0.8917,-0.8793,-1.7793,2.18
9.804438,-1.0841,-0.7922,-1.9681,2.38
9.816104,-1.3565,-0.562,-2.4154,2.83
9.824084,-1.466,-0.3975,-2.5744,2.99
9.832016,-1.6341,-0.2532,-2.7264,3.19
9.840192,-1.6962,-0.1074,-2.8606,3.33
9.856107,-1.0063,0.0733,-3.0227,3.19
9.863936,-0.5189,0.1012,-2.7187,2.77
9.872159,0.0929,-0.0146,-2.233,2.24
9.879949,0.6048,-0.2419,-1.7603,1.88
9.887927,1.064,-0.6311,-1.1447,1.69
9.903901,1.2868,-1.2842,-0.0975,1.82
9.915569,1.0555,-1.303,0.2844,1.7
9.92007,0.8238,-1.1515,0.6543,1.56
9.929817,0.8776,-1.0223,1.2066,1.81
9.944203,1.4047,-1.5059,2.7141,3.41
9.957053,2.0421,-1.7929,3.5795,4.49
9.960527,2.7673,-1.9526,4.3668,5.53
9.970802,3.2222,-2.0055,4.9181,6.21
9.980271,3.4535,-2.0051,5.3859,6.7
9.991867,3.3522,-1.9058,5.1484,6.43
10.000289,3.1293,-1.885,4.5888,5.87
10.008121,2.7639,-1.9146,3.8026,5.08
10.023598,1.1592,-3.0299,1.9284,3.77
10.032104,1.9531,-2.5621,1.6674,3.63
10.040129,1.4489,-2.2366,1.5671,3.09
10.04808,1.2967,-1.4599,2.0675,2.84
10.063218,1.7017,-0.877,2.6178,3.24
10.071534,1.6021,-1.0456,2.792,3.38
10.079873,1.2277,-1.2474,3.1168,3.57
10.089641,0.8379,-1.4627,3.2686,3.68
10.098636,0.7263,-1.6573,2.8152,3.35
10.111905,0.5317,-1.8481,1.1012,2.22
10.120935,0.4939,-1.8317,0.3039,1.92
10.136079,-0.0524,-1.7181,-1.4329,2.24
10.144368,-0.2822,-1.6544,-2.0826,2.67
10.152764,-0.4562,-1.5981,-2.748,3.21
10.165368,-0.3682,-1.6352,-3.2555,3.66
10.171975,-0.2619,-1.7163,-3.7387,4.12
10.178816,0.0349,-1.7826,-4.1191,4.49
10.192114,0.5986,-1.9922,-4.8631,5.29
10.200212,0.7589,-2.0925,-5.1265,5.59
10.208,0.8094,-2.0809,-5.3226,5.77
10.224018,1.3751,-1.4702,-5.7284,6.07
10.231278,1.9065,-0.928,-5.911,6.28
10.240073,0.9437,-1.084,-6.5057,6.66
10.247985,2.2534,1.0251,-6.0123,6.5
10.263998,4.9065,2.0312,-4.4443,6.92
10.271581,5.9793,1.1893,-3.7341,7.15
10.280684,6.5492,0.0602,-3.3608,7.36
10.295953,10.1005,0.6667,-2.0166,10.32
10.303971,12.4641,2.0246,-1.7593,12.75
10.315164,14.7954,3.6812,-2.0276,15.38
10.323538,16.4511,5.2048,-2.4587,17.43
10.331496,17.2874,6.0207,-1.2753,18.35
10.34064,18.6572,6.861,0.9611,19.9
10.351892,22.345,7.2736,6.8429,24.48
10.363678,25.8876,5.5692,11.7337,28.96
10.372125,27.9569,3.7886,14.7985,31.86
10.380096,27.507,2.2752,18.5662,33.26
10.391671,21.3222,-1.7153,29.3818,36.34
10.400213,18.7998,-4.4152,31.8066,37.21
10.41583,16.7376,-9.0186,33.5401,38.55
10.423954,18.9677,-10.5105,32.8611,39.37
10.431841,20.7132,-11.6617,33.365,40.97
10.441081,21.4489,-13.5554,33.1093,41.71
10.448217,19.0572,-17.0219,30.0287,39.43
10.464003,11.8243,-22.0891,23.9476,34.66
10.475754,8.3365,-23.497,21.5611,32.96
10.480022,4.9915,-24.2411,18.1974,30.72
10.495721,3.5892,-26.9775,12.9516,30.14
10.504358,3.5625,-27.6383,12.303,30.46
10.513961,4.5796,-27.305,11.6345,30.03
10.521809,6.2924,-28.3253,10.4935,30.86
10.529527,7.7886,-30.1884,8.7313,32.38
10.541433,9.6118,-32.2973,7.884,34.61
10.5487,10.3916,-34.076,8.4962,36.62
10.559614,8.9549,-34.5913,10.2935,37.18
10.572563,7.0625,-35.2264,11.5617,37.74
10.580791,6.4473,-35.0196,13.1306,37.95
10.589741,5.3618,-35.2381,15.9571,39.05
10.60005,5.1839,-34.1314,19.4395,39.62
10.616192,5.0578,-32.8505,19.476,38.52
10.623707,5.8672,-31.7162,17.4844,36.69
10.631774,6.5835,-30.6231,14.6209,34.57
10.639889,7.2841,-29.5107,12.2037,32.75
10.647954,7.9764,-28.7113,10.9101,31.73
10.663744,8.1342,-29.514,12.2862,32.99
10.671989,7.9748,-31.6025,15.6372,36.15
10.680197,5.0512,-35.3579,21.0709,41.47
10.689502,1.399,-38.6266,28.8781,48.25
10.704162,-6.7908,-28.2645,36.8157,46.91
10.713163,-2.0783,-26.7996,39.2885,47.6
10.722259,2.7671,-33.3117,39.614,51.83
10.727934,3.9007,-31.6802,37.0014,48.87
10.743649,3.0926,-15.1081,14.622,21.25
10.75703,0.3745,-10.0883,7.1444,12.37
10.760901,-0.8911,-8.853,6.6991,11.14
10.769929,-2.0332,-8.3235,6.8105,10.95
10.783994,-4.243,-7.1635,6.3876,10.49
10.795544,-5.2978,-6.5524,6.0582,10.38
10.800071,-6.2692,-5.9726,5.5834,10.3
10.815657,-8.0409,-4.7849,4.3568,10.32
10.823593,-8.7674,-4.2303,3.6524,10.4
10.831838,-9.3828,-3.7093,2.9108,10.5
10.839896,-9.8715,-3.1919,2.2039,10.61
10.847801,-10.2118,-2.7159,1.418,10.66
10.863757,-7.7215,-2.7944,1.4066,8.33
10.871245,69.3731,-76.9128,74.8681,127.8
10.880261,70.0432,-77.34,73.3963,127.57
10.887956,25.188,-77.9887,72.0549,109.13
10.903981,-20.7135,8.4449,68.5258,72.08
10.913017,-6.0258,12.726,28.5267,31.81
10.920869,-1.0244,7.0852,8.111,10.82
10.928321,-0.6623,-0.6276,-0.2623,0.95
10.946729,-5.3859,-6.6964,-1.3149,8.69
10.955255,-4.9659,-6.215,-1.9702,8.2
10.962465,-4.724,-4.3947,-1.3226,6.59
10.97422,-5.4043,-2.1594,-0.6016,5.85
10.986459,-8.1356,1.1236,-1.8989,8.43
10.995591,-8.4617,1.7091,-3.1485,9.19
11.003077,-8.4691,1.9519,-3.7621,9.47
11.007945,-8.5039,2.1147,-3.7467,9.53
11.023095,-8.5617,2.6757,-2.597,9.34
11.031448,-8.5698,2.9961,-1.4788,9.2
11.039889,-8.0849,3.24,0.5776,8.73
11.04832,-7.0569,3.2315,3.4733,8.5
11.063793,-4.6711,0.9655,3.6933,6.03
11.071785,-5.2126,-0.8386,2.3868,5.79
